dataset_path,solution_category,count,dataset_key,canonical_sample_id,sample_file,source_problem_id,question_units,answer_units,question_type,answer_shape,requires_image,complexity_index,question,answer
math\scemqa_math,coordinate_geometry_transform,12,scemqa_math,scemqamath00033,scemqamath00033.json,80,8,6,multiple_choice,formula_latex,True,5.8074,Which equation has the slope field shown below?,$\frac{dy}{dx} = \frac{5}{y}$
math\scemqa_math,counting_probability_combinatorics,11,scemqa_math,scemqamath00026,scemqamath00026.json,44,16,1,multiple_choice,numeric_or_unit,True,6.5177,The following is a probability histogram for a discrete random variable X. What is $\mu_x$?,3.3
math\scemqa_math,geometry_angle_chasing,10,scemqa_math,scemqamath00075,scemqamath00075.json,65,28,1,multiple_choice,numeric_or_unit,True,7.0513,"The graph of $f$ for $-1 \leq x \leq 3$ consists of two semicircles, as shown above. What is the value of $\int_{-1}^{3} f(x)\,dx$?",0
math\scemqa_math,geometry_length_area_volume,44,scemqa_math,scemqamath00168,scemqamath00168.json,200,12,1,multiple_choice,numeric_or_unit,True,6.5386,"For the following two-way table, compute the value of chi-squared (χ²).",4.167
math\scemqa_math,math_other,35,scemqa_math,scemqamath00040,scemqamath00040.json,122,9,11,multiple_choice,long_text,True,5.9195,What is the purpose of the chart shown below?,To determine whether there is any correlation between revenue and profit
math\scemqa_math,measurement_time_units,4,scemqa_math,scemqamath00124,scemqamath00124.json,146,32,10,multiple_choice,long_text,True,7.9191,The scatter plot of study time in hours versus test scores in a statistics class is shown below. What can be said about the relationship between time spent studying and test scores?,More time spent studying is related to higher test scores.
math\scemqa_math,statistics_data_analysis,36,scemqa_math,scemqamath00160,scemqamath00160.json,144,8,1,multiple_choice,numeric_or_unit,True,5.3428,What data point is indicated on the distribution?,72.1
math\scemqa_math,visual_spatial_puzzle,2,scemqa_math,scemqamath00131,scemqamath00131.json,23,65,21,multiple_choice,long_text,True,8.7922,"Nutritionists examined the sodium content of different brands of potato chips. Each brand was classified as either healthy or regular based on how the chips were marketed to the public. The sodium contents, in milligrams (mg) per serving, are summarized in the boxplots below. Based on the boxplots, which statement g...",The interquartile range (IQR) of the brands classified as healthy is greater than the IQR of the brands classified as regular.
physics\emma_physics,electromagnetism_circuits,53,emma_physics,emmaphysics00076,emmaphysics00076.json,23,23,12,multiple_choice,formula_latex,True,6.9019,"An asymmetrically shaped conducting shell is uncharged, and contains a point charge \( +q \) as shown above. Which of the following statements is true?",The electric flux through the asymmetric shell is \( \frac{q}{\epsilon_0} \).
physics\emma_physics,graph_data_interpretation,6,emma_physics,emmaphysics00024,emmaphysics00024.json,43,81,1,multiple_choice,numeric_or_unit,True,9.1324,"These days, there are so many stylish rectangular home-designs (see figure A). It is possible from the outline of those houses in their picture to estimate with good precision where the camera was. Consider an outline in one photograph of a rectangular house which has height H = 3 meters (see figure B for square-gri...",0.9
physics\emma_physics,mechanics_kinematics_dynamics,165,emma_physics,emmaphysics00223,emmaphysics00223.json,152,27,1,multiple_choice,choice_label,True,7.4449,An object shown in the accompanying figure moves in uniform circular motion. Which arrow best depicts the net force acting on the object at the instant shown?,B
physics\emma_physics,modern_quantum_nuclear_relativity,1,emma_physics,emmaphysics00103,emmaphysics00103.json,148,12,2,multiple_choice,short_text,True,5.9348,What does the ? represent in the nuclear reaction shown in the image?,a neutron
physics\emma_physics,physics_other,23,emma_physics,emmaphysics00164,emmaphysics00164.json,150,14,2,multiple_choice,formula_latex,True,6.3853,"In the circuit shown, if the ammeter reads zero, what is the resistance R?",6 $\Omega$
physics\emma_physics,thermo_fluids_gases,8,emma_physics,emmaphysics00258,emmaphysics00258.json,59,79,2,multiple_choice,formula_latex,True,9.531,Restore equilibrium A wooden plank of length $1\ \mathrm{m}$ and uniform cross-section is hinged at one end to the bottom of a tank as shown in the figure. The tank is filled with water up to a height $0.5\ \mathrm{m}$. The specific gravity of the plank (ratio of plank density to water density) is 0.5. Find the angl...,\theta=45
physics\emma_physics,waves_optics_sound,10,emma_physics,emmaphysics00253,emmaphysics00253.json,151,21,2,multiple_choice,numeric_or_unit,True,6.8092,A standing wave pattern is established in a string as shown. The wavelength of one of the component traveling waves is?,4 m
physics\multi_physics,astronomy_gravity_orbits,7,multi_physics,multiphysics00377,multiphysics00377.json,812,45,1,multiple_choice,short_text,False,7.0446,设“珞珈一号”在半径为R的圆周轨道上运行，经过时间t，转过的角度为θ。已知引力常量为G。下列说法正确的是( ),BCD
physics\multi_physics,electromagnetism_circuits,141,multi_physics,multiphysics00082,multiphysics00082.json,173,34,1,multiple_choice,short_text,True,7.4937,矩形线框abcd由静止开始运动，若使线框中产生感应电流，则线框的运动情况应该是( ),AD
physics\multi_physics,graph_data_interpretation,8,multi_physics,multiphysics00371,multiphysics00371.json,69,29,11,multiple_choice,long_text,True,7.5164,如图所示为甲、乙两质点从同一点做直线运动的 v-t 图像。由图像可得,在 t=5s 时刻，甲、乙相距 lm
physics\multi_physics,mechanics_kinematics_dynamics,288,multi_physics,multiphysics00230,multiphysics00230.json,26,32,1,multiple_choice,short_text,True,8.043,如图是甲、乙两物体从同一点开始做直线运动的运动图像，下列说法正确的是,BC
physics\multi_physics,modern_quantum_nuclear_relativity,1,multi_physics,multiphysics00477,multiphysics00477.json,data_7_00089,81,7,multiple_choice,long_text,True,8.5235,【2017·江苏卷】如图所示，三块平行放置的带电金属薄板A、B、C中央各有一小孔，小孔分别位于O、M、P点。由O点静止释放的电子恰好能运动到P点。现将C板向右平移到P'点，则由O点静止释放的电子,运动到P点返回
physics\multi_physics,physics_other,61,multi_physics,multiphysics00320,multiphysics00320.json,52,26,1,multiple_choice,short_text,True,7.6225,一质点由静止开始按如图所示的规律运动，下列说法正确的是,AC
physics\multi_physics,thermo_fluids_gases,4,multi_physics,multiphysics00141,multiphysics00141.json,127,59,1,multiple_choice,short_text,True,8.4977,如图8所示，在线圈上端放置一盛有冷水的金属杯，现接通交流电源，过了几分钟，杯内的水沸腾起来。若要缩短上述加热时间，下列措施可行的有（ ）,AB
physics\multi_physics,waves_optics_sound,15,multi_physics,multiphysics00451,multiphysics00451.json,data_8_00106,42,6,multiple_choice,long_text,True,7.8832,如图所示电路，L1发光，L2、L3不亮，A1有读数，A2没有读数，则产生的故障应是（只有一处有故障）。,灯泡L2短路
physics\physreason,electromagnetism_circuits,40,physreason,physreason00648,physreason00648.json,cal_problem_00514,30,2,open,numeric_or_unit,False,6.328,"In a lightning process, the amount of charge flowing is approximately 300 C, and the duration is about 0.005 s. 1. What is the magnitude of the average current formed?",60000 A
physics\physreason,graph_data_interpretation,1,physreason,physreason00196,physreason00196.json,cal_problem_00996,124,12,open,formula_latex,True,10.9122,"In the experiment ""Estimating the Size of Oleic Acid Molecules Using the Oil Film Method,"" an oleic acid-alcohol solution is prepared with a volume ratio of oleic acid to alcohol as $m{\cdot}n$. A syringe is used to draw droplets of this solution, and the total volume of $k$ droplets is measured to be $V$. A single...",$31a^2$ $\frac{m V}{31a^2 k (m + n)}
physics\physreason,mechanics_kinematics_dynamics,788,physreason,physreason00378,physreason00378.json,cal_problem_00706,38,1,calculation,numeric_or_unit,False,6.4484,"The frequency of the car horn decreases from $1200\mathrm{Hz}$ to $1000\mathrm{Hz}$, and the speed of sound in air is known to be $330\mathrm{m/s}$. 1. Find the magnitude of the car's velocity.",30
physics\physreason,physics_other,27,physreason,physreason00169,physreason00169.json,cal_problem_01167,43,4,calculation,formula_latex,True,7.6621,"A streetlight is at a height $h$ above the ground. A person of height $L$ is walking at a constant speed $v$, as shown in the figure. Find the rate of change of the length of the person's shadow with respect to time.",$\frac{Lv}{h-L}$
physics\physreason,thermo_fluids_gases,13,physreason,physreason00652,physreason00652.json,cal_problem_00200,109,6,calculation,formula_latex,True,9.9712,"A certain medicine bottle has a volume of $0.9\mathsf{m L}$, containing $0.5\mathsf{m L}$ of liquid medication, and the gas pressure inside the bottle is $1.0 \times 10^{5}\mathrm{Pa}$. A nurse injects gas from a syringe with a cross-sectional area of $0.3\mathrm{cm}^{2}$, a length of $0.4\mathsf{c m}$, and a pressu...",1.3 \times 10^{5}\mathrm{Pa}
physics\physreason,waves_optics_sound,36,physreason,physreason00413,physreason00413.json,cal_problem_00705,76,2,calculation,numeric_or_unit,False,7.7326,"Two sound sources $\mathrm{S}_{1}$ and $\mathrm{S}_{2}$, vibrating at a constant and synchronous frequency, are placed 12 m apart. An observer moves along the line connecting $\mathrm{S}_{1}$ and $\mathrm{S}_{2}$ and hears fluctuations in the volume, with one of the positions of minimum volume being 5 m away from $\...",85 Hz
physics\phyx,astronomy_gravity_orbits,2,phyx,phyx01042,phyx01042.json,766,24,2,multiple_choice,formula_latex,True,6.8636,"A student on Planet Exidor throws a ball, and it follows the parabolic trajectory shown in figure. What was the ball’s launch angle?",63^\circ
physics\phyx,electromagnetism_circuits,130,phyx,phyx00435,phyx00435.json,587,11,2,multiple_choice,formula_latex,True,6.3618,Based on the figure. Determine the capacitive reactance of the capacitor.,80\ \Omega\
physics\phyx,graph_data_interpretation,10,phyx,phyx00755,phyx00755.json,697,25,2,multiple_choice,numeric_or_unit,True,6.9907,The figure is a graph of \( E_{x} \). What is the potential difference between \( x_{i} = 1.0 \ \mathrm{m} \) and \( x_{f} = 3.0 \ \mathrm{m} \)?,200V
physics\phyx,mechanics_kinematics_dynamics,506,phyx,phyx00852,phyx00852.json,764,15,4,multiple_choice,formula_latex,True,6.8912,As shown in the figure. Determine the object’s velocity at times t = 8 s.,30 \mathrm{m/s}
physics\phyx,modern_quantum_nuclear_relativity,10,phyx,phyx00423,phyx00423.json,235,22,4,multiple_choice,formula_latex,True,7.2436,A hypothetical atom is shown in figure. What is the highest frequencies of the spectral lines this atom can emit when excited?,\( 7.25 \times 10^{14} \)
physics\phyx,physics_other,132,phyx,phyx01052,phyx01052.json,871,8,1,multiple_choice,numeric_or_unit,True,6.0796,As shown in the figure. Find the COP.,2.4
physics\phyx,thermo_fluids_gases,151,phyx,phyx00896,phyx00896.json,1338,13,2,multiple_choice,numeric_or_unit,True,6.7482,Figure shows a Carnot heat engine driving a Carnot refrigerator. Determine $Q_3$.,2500 J
physics\phyx,waves_optics_sound,198,phyx,phyx00441,phyx00441.json,938,9,2,multiple_choice,numeric_or_unit,True,5.4617,As shown in the figure What is the wavelength?,0.8 m
physics\sciverse_physics,astronomy_gravity_orbits,2,sciverse_physics,sciversephysics00154,sciversephysics00154.json,1086,21,7,multiple_choice,long_text,True,7.1931,The elliptical orbit of a planet around the Sun is shown on the diagram. Which of the following statements is true?,the Sun might be at point B
physics\sciverse_physics,electromagnetism_circuits,34,sciverse_physics,sciversephysics00197,sciversephysics00197.json,1096,18,1,multiple_choice,choice_label,True,6.5554,Which graph shows how power dissipated $P$ varies with current $I$ in a component that obeys Ω's law?,A
physics\sciverse_physics,graph_data_interpretation,5,sciverse_physics,sciversephysics00206,sciversephysics00206.json,1084,30,3,multiple_choice,numeric_or_unit,True,7.5307,The diagram shows a uniformly accelerating ball. The position of the ball each second is indicated.\text{What is the average speed of the ball between 3 and 4s?}$,7.0cm/s
physics\sciverse_physics,mechanics_kinematics_dynamics,146,sciverse_physics,sciversephysics00193,sciversephysics00193.json,41,15,1,multiple_choice,numeric_or_unit,True,6.393,"Consider the following circuit, At what rate does the battery deliver energy to the circuit?",240
physics\sciverse_physics,modern_quantum_nuclear_relativity,1,sciverse_physics,sciversephysics00213,sciversephysics00213.json,1103,13,2,multiple_choice,short_text,True,5.3389,"As shown in the figure, what does the '?' represent in the nuclear reaction?",a neutron
physics\sciverse_physics,physics_other,27,sciverse_physics,sciversephysics00151,sciversephysics00151.json,1115,11,2,multiple_choice,multi_part_text,True,5.9361,Determine if the circuit shown in the figure is in saturation.,"yes, saturation"
physics\sciverse_physics,thermo_fluids_gases,3,sciverse_physics,sciversephysics00148,sciversephysics00148.json,1007,38,4,multiple_choice,formula_latex,True,7.5239,"The size of the two insulation of the two thermal lines of the ideal gas Carnot Corino (figure shows the shadow part) is $ s_{1} $ and $ s_{2} $, then the two of the twoLarge and small relationships are ()",$S_{1} $ = $s_{2} $
physics\sciverse_physics,waves_optics_sound,21,sciverse_physics,sciversephysics00191,sciversephysics00191.json,241,15,1,multiple_choice,choice_label,True,6.5657,"For the diverging lens shown above, which principle ray is correctly drawn? Select one answer.",1
physics\seephys,astronomy_gravity_orbits,6,seephys,seephys01201,seephys01201.json,1360,29,4,open,formula_latex,False,5.858,"欲使卫星完全脱离地球的束缚,则 $u_{1}$ 的最小值应为多大?以 $u_{0}$ 表示",$\sqrt{2} u_{0}$
physics\seephys,electromagnetism_circuits,323,seephys,seephys00684,seephys00684.json,69,6,2,open,formula_latex,True,5.6384,Which resistor dissipates the most power?,$R_{1}$
physics\seephys,graph_data_interpretation,12,seephys,seephys01411,seephys01411.json,412,26,4,open,formula_latex,True,7.5698,The position vs. time graph of an object moving on a horizontal line is shown. At what time is the object moving with its greatest speed?,"$t=3.0 \, \mathrm{s}$"
physics\seephys,mechanics_kinematics_dynamics,767,seephys,seephys00370,seephys00370.json,156,15,1,open,numeric_or_unit,True,6.3888,"For the inclined plane shown, what is the value of the incline's ideal mechanical advantage?",1.67
physics\seephys,modern_quantum_nuclear_relativity,14,seephys,seephys01119,seephys01119.json,891,40,3,calculation,formula_latex,True,8.9009,A student investigates a radioactive substance in a laboratory. Fig. 11.1 is a graph showing the count rate detected as the substance decays for 7.5 minutes. The background radiation is 20 counts/min. Determine the half-life of the substance.,$2.4 \mathrm{~min}$
physics\seephys,physics_other,156,seephys,seephys01416,seephys01416.json,214,10,1,open,short_text,True,6.0471,"In the following circuit diagram, will all the bulbs light?",Yes
physics\seephys,thermo_fluids_gases,52,seephys,seephys00343,seephys00343.json,148,25,2,calculation,formula_latex,True,7.5541,A student uses a negative temperature coefficient thermistor in the circuit of Fig. 7.1 to indicate changes in temperature. Calculate the potential at point X.,$0.40 V$
physics\seephys,waves_optics_sound,169,seephys,seephys00950,seephys00950.json,413,22,2,open,short_text,True,6.9075,A ray of light is incident onto a thin glass lens as shown. Which arrow indicates the path of the refracted ray?,Arrow E
