group,dataset_path,canonical_sample_id,sample_file,solution_category,question_unit_len,question_excerpt,complexity_index,node_count,visual_entity_count
most_visual_entities,physics\physreason,physreason00658,physreason00658.json,mechanics_kinematics_dynamics,,"This problem explores the van der Waals equation of state for real gases, focusing on water as an example. We will analyze deviations from ideal gas behavior due to finite molecular size and intermolecular forces, and de",,,17
most_visual_entities,physics\seephys,seephys00277,seephys00277.json,mechanics_kinematics_dynamics,,"A coil of wire is situated in a uniform magnetic field of flux density $B$. The coil has diameter 3.6 cm and consists of 350 turns of wire, as illustrated in Fig. 9.1. The variation with time $t$ of $B$ is shown in Fig. ",,,17
most_visual_entities,physics\seephys,seephys01228,seephys01228.json,waves_optics_sound,,The diffraction pattern below (Fig. 2.51) is produced on a screen by light passing through three distant slits of width $w$ and spacing $d$ (Fig. 2.50). How will the envelope width $A$ and the separation of the peaks $B$,,,17
most_visual_entities,physics\seephys,seephys00290,seephys00290.json,mechanics_kinematics_dynamics,,"A spring is hung vertically from a fixed point. A mass M is hung from the other end of the spring, as illustrated in Fig. 3.1. The mass is displaced downwards and then released. The subsequent motion of the mass is simpl",,,16
most_visual_entities,physics\seephys,seephys00296,seephys00296.json,mechanics_kinematics_dynamics,,"A spring is hung vertically from a fixed point. A mass M is hung from the other end of the spring, as illustrated in Fig. 3.1. The mass is displaced downwards and then released. The subsequent motion of the mass is simpl",,,16
most_visual_entities,physics\seephys,seephys00474,seephys00474.json,mechanics_kinematics_dynamics,,"A mass is suspended vertically from a fixed point by means of a spring, as illustrated in Fig. 4.1. The mass is oscillating vertically. The variation with displacement x of the acceleration a of the mass is shown in Fig.",,,16
most_visual_entities,physics\seephys,seephys00652,seephys00652.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,,16
most_visual_entities,physics\seephys,seephys00695,seephys00695.json,mechanics_kinematics_dynamics,,一束强激光通过小的透明物体时，由于折射而对物体产生一定的作用力，为了对此有所理解，取一个很小的玻璃三棱镜，其顶角为 $A=\pi-2\alpha$，底边长为 $2h$，厚度为 $w$，折射率为 $n$，密度为 $\rho$。  设该棱镜处在一束沿水平 $x$ 轴方向传递的激光之中，本题自始至终假定棱镜不发生转动，即其顶角总是对准激光束射来的方向，它的两个三角形侧面总是平行于 $xy$ 平面，底面总是平行于 $yz$ 平面。周围空气的折射,,,16
most_visual_entities,physics\seephys,seephys00916,seephys00916.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,,16
most_visual_entities,physics\seephys,seephys01184,seephys01184.json,physics_other,,已知质软绳长 $L$，初态如图1所示，$B$ 端自由下落后达中间态如图2所示。设中间态时 $A$ 端脱落掉下，问经多长时间 $t$，全绳刚好伸直如图3所示。要求用质心运动定理求解。,,,16
most_visual_entities,physics\seephys,seephys01224,seephys01224.json,mechanics_kinematics_dynamics,,"A mass is suspended vertically from a fixed point by means of a spring, as illustrated in Fig. 4.1. The mass is oscillating vertically. The variation with displacement x of the acceleration a of the mass is shown in Fig.",,,16
most_visual_entities,physics\seephys,seephys01427,seephys01427.json,electromagnetism_circuits,,"Two coils of insulated wire are wound on an iron bar, as shown in Fig. 8.1. There is a current $I_{1}$ in coil 1 that varies with time $t$ as shown in Fig. 8.2. The variation with $t$ of $I_{1}$ can be represented by the",,,16
most_visual_entities,physics\seephys,seephys01463,seephys01463.json,mechanics_kinematics_dynamics,,"A student determines the specific latent heat of vaporisation of a liquid using the apparatus illustrated in Fig. 3.1. The heater is switched on. When the liquid is boiling at a constant rate, the balance reading is note",,,16
most_visual_entities,physics\seephys,seephys00255,seephys00255.json,mechanics_kinematics_dynamics,,An object is suspended from a spring that is attached to a fixed point as shown in Fig. 3.1. The object oscillates vertically with simple harmonic motion about its equilibrium position. The variation with displacement $x,,,15
most_visual_entities,physics\seephys,seephys00328,seephys00328.json,physics_other,,Fig. 5.2 shows the variation with time $t$ of $V_{\mathbb{IN}}$ and Fig. 5.3 shows the variation with $t$ of $V_{\text{OUT}}$. Determine the frequency of $V_{\mathbb{IN}}$.,,,15
most_visual_entities,physics\seephys,seephys00365,seephys00365.json,mechanics_kinematics_dynamics,,"An object is suspended from a spring attached to a fixed point, as shown in Fig. 3.1. The object oscillates vertically with simple harmonic motion about its equilibrium position. The variation of velocity v with displace",,,15
most_visual_entities,physics\seephys,seephys00573,seephys00573.json,mechanics_kinematics_dynamics,,A student uses the apparatus illustrated in Fig. 3.1 to determine a value for the specific latent heat of fusion of ice. The balance reading measures the mass of the beaker and the melted ice (water) in the beaker. The h,,,15
most_visual_entities,physics\seephys,seephys00686,seephys00686.json,electromagnetism_circuits,,"由恒压电源 $V_{0}$ 和电阻构成的直流电路以及将要讨论的相关电压量，已在图 1 中示出。从图 1 中可以看，$V_{n}$ 应随 $n$ 的增大而递减，因此 $V_{n}=V_{0} \mathrm{e}^{-n x}$ 满足。电压 $V_{n+1}, V_{n}$ 和 $V_{n-1}$ 之间有下述关系： $$ V_{n+1}-2 V_{n}+V_{n-1}=\left(\frac{R_{A}}{R_{B}}\right) V_",,,15
most_visual_entities,physics\seephys,seephys00739,seephys00739.json,thermo_fluids_gases,,A comparator circuit incorporating an ideal operational amplifier (op-amp) is shown in Fig. 10.2. The variation with temperature \(\theta\) of the resistance \(R_T\) of the thermistor is shown in Fig. 10.3. Determine the,,,15
